name,keyword_id,wine_id,group_name,count
Campo Inferi Amarone della Valpolicella Classico Riserva,117,1168085,oak,17
Margaux (Grand Cru Classé),117,1168278,non_oak,77
Margaux (Grand Cru Classé),117,1168278,oak,77
Isosceles,117,1169307,non_oak,32
Isosceles,117,1169307,oak,32
Toscana Rosso,117,1169881,non_oak,14
Toscana Rosso,117,1169881,oak,14
Toscana,117,1171108,non_oak,10
Toscana,117,1171108,oak,10
Tinto,117,1171308,non_oak,13
Tinto,117,1171308,oak,13
Saint-Émilion Grand Cru,117,1172486,non_oak,69
Saint-Émilion Grand Cru,117,1172486,oak,69
San Vicente Rioja,117,1173140,non_oak,38
San Vicente Rioja,117,1173140,oak,38
Ai Suma Barbera d'Asti,117,1173535,non_oak,13
Ai Suma Barbera d'Asti,117,1173535,oak,13
Côtes de Bourg,117,1174700,non_oak,34
Côtes de Bourg,117,1174700,oak,34
Sauternes (Premier Grand Cru Classé),117,1174845,non_oak,13
Sauternes (Premier Grand Cru Classé),117,1174845,oak,13
Gran Reserva Rioja (Finca Ygay),117,1175180,non_oak,17
Gran Reserva Rioja (Finca Ygay),117,1175180,oak,17
Valbuena 5º,117,1175427,non_oak,122
Valbuena 5º,117,1175427,oak,122
Finca Altamira Malbec,117,1176258,non_oak,14
Finca Altamira Malbec,117,1176258,oak,14
Côte-Rôtie,117,1179007,non_oak,26
Côte-Rôtie,117,1179007,oak,26
Saint-Émilion Grand Cru (Premier Grand Cru Classé),117,1179539,non_oak,67
Saint-Émilion Grand Cru (Premier Grand Cru Classé),117,1179539,oak,67
Lagrein Riserva Porphyr,117,1182034,non_oak,15
Lagrein Riserva Porphyr,117,1182034,oak,15
Victorino,117,1182681,non_oak,39
Victorino,117,1182681,oak,39
Perpetual,117,1184728,non_oak,12
Perpetual,117,1184728,oak,12
Clos de Tart Grand Cru Monopole,117,1186041,non_oak,13
Clos de Tart Grand Cru Monopole,117,1186041,oak,13
Bibbona,117,1186753,non_oak,26
Bibbona,117,1186753,oak,26
Recioto della Valpolicella Classico,117,1187205,non_oak,13
Recioto della Valpolicella Classico,117,1187205,oak,13
Saint-Émilion Grand Cru (Premier Grand Cru Classé),117,1191335,non_oak,37
Saint-Émilion Grand Cru (Premier Grand Cru Classé),117,1191335,oak,37
Dom Ruinart Blanc de Blancs Brut Champagne,117,1192720,non_oak,22
Dom Ruinart Blanc de Blancs Brut Champagne,117,1192720,oak,22
Veneto Alzero Cabernet,117,1194532,non_oak,15
Veneto Alzero Cabernet,117,1194532,oak,15
Barolo Riserva,117,1203557,non_oak,32
Barolo Riserva,117,1203557,oak,32
Vintage Port,117,1206377,non_oak,17
Vintage Port,117,1206377,oak,17
Poggio Al Vento Brunello di Montalcino Riserva,117,1207722,non_oak,10
Poggio Al Vento Brunello di Montalcino Riserva,117,1207722,oak,10
Harlan Estate Red,117,1218210,non_oak,27
Harlan Estate Red,117,1218210,oak,27
Clio,117,1219218,non_oak,105
Clio,117,1219218,oak,105
Gold Series Syrah,117,1220581,non_oak,14
Gold Series Syrah,117,1220581,oak,14
Domus Aurea Cabernet Sauvignon,117,1226177,non_oak,17
Domus Aurea Cabernet Sauvignon,117,1226177,oak,17
Gran Enemigo,117,1235058,non_oak,18
Gran Enemigo,117,1235058,oak,18
Ca’ del Merlo Rosso Veneto,117,1236432,non_oak,13
Ca’ del Merlo Rosso Veneto,117,1236432,oak,13
Richebourg Grand Cru,117,1241604,non_oak,10
Richebourg Grand Cru,117,1241604,oak,10
Brunello di Montalcino Riserva Madonna del Piano,117,1242989,non_oak,20
Brunello di Montalcino Riserva Madonna del Piano,117,1242989,oak,20
Bramare Malbec Uco Valley,117,1247692,non_oak,17
Bramare Malbec Uco Valley,117,1247692,oak,17
Reserva Ribera del Duero,117,1251730,non_oak,26
Reserva Ribera del Duero,117,1251730,oak,26
Douro Pintas Tinto,117,1253819,non_oak,11
Douro Pintas Tinto,117,1253819,oak,11
Mai The First A.Montes Malbec,117,1258443,non_oak,23
Mai The First A.Montes Malbec,117,1258443,oak,23
Domaine des Tourettes Hermitage Rouge,117,1263078,non_oak,16
Domaine des Tourettes Hermitage Rouge,117,1263078,oak,16
Bolgheri Superiore Sondraia,117,1269657,non_oak,35
Bolgheri Superiore Sondraia,117,1269657,oak,35
Reserve Pinotage,117,1275268,non_oak,15
Reserve Pinotage,117,1275268,oak,15
Pieve Santa Restituta Sugarille Brunello di Montalcino,117,1298725,non_oak,10
Pieve Santa Restituta Sugarille Brunello di Montalcino,117,1298725,oak,10
Dalmau Rioja,117,1324170,non_oak,18
Dalmau Rioja,117,1324170,oak,18
Roda I Reserva Rioja,117,1383553,non_oak,69
Roda I Reserva Rioja,117,1383553,oak,69
Red,117,1386095,non_oak,13
Red,117,1386095,oak,13
Blueline Estate Cabernet Sauvignon,117,1424847,non_oak,12
Blueline Estate Cabernet Sauvignon,117,1424847,oak,12
Primitivo di Manduria,117,1438695,non_oak,11
Primitivo di Manduria,117,1438695,oak,11
Blanc des Millénaires,117,1441099,non_oak,27
Blanc des Millénaires,117,1441099,oak,27
Harlequin,117,1446306,non_oak,10
Harlequin,117,1446306,oak,10
Brunello di Montalcino Riserva,117,1458882,non_oak,16
Brunello di Montalcino Riserva,117,1458882,oak,16
Ares,117,1464100,non_oak,11
Ares,117,1464100,oak,11
Lupi Rezerva,117,1468452,non_oak,39
Lupi Rezerva,117,1468452,oak,39
Côte-Rôtie La Turque,117,1473611,non_oak,37
Côte-Rôtie La Turque,117,1473611,oak,37
Vin Santo di Montepulciano Occhio di Pernice,117,1502021,non_oak,15
Vin Santo di Montepulciano Occhio di Pernice,117,1502021,oak,15
VIK,117,1524704,non_oak,11
VIK,117,1524704,oak,11
Brunello di Montalcino,117,1558589,non_oak,40
Brunello di Montalcino,117,1558589,oak,40
Saint-Émilion Grand Cru (Premier Grand Cru Classé),117,1604635,non_oak,46
Saint-Émilion Grand Cru (Premier Grand Cru Classé),117,1604635,oak,46
Pessac-Léognan (Grand Cru Classé de Graves),117,1605285,non_oak,43
Pessac-Léognan (Grand Cru Classé de Graves),117,1605285,oak,43
Kevin Arnold Shiraz,117,1627830,non_oak,12
Kevin Arnold Shiraz,117,1627830,oak,12
Grand Vin Pauillac (Premier Grand Cru Classé),117,1655970,non_oak,108
Grand Vin Pauillac (Premier Grand Cru Classé),117,1655970,oak,108
Il Pino di Biserno,117,1670059,non_oak,31
Il Pino di Biserno,117,1670059,oak,31
Howell Mountain Cabernet Sauvignon,117,1672854,non_oak,22
Howell Mountain Cabernet Sauvignon,117,1672854,oak,22
Pauillac (Premier Grand Cru Classé),117,1684223,non_oak,318
Pauillac (Premier Grand Cru Classé),117,1684223,oak,318
Sir Winston Churchill Brut Champagne,117,1692390,non_oak,13
Sir Winston Churchill Brut Champagne,117,1692390,oak,13
d'Alceo,117,1702712,non_oak,12
d'Alceo,117,1702712,oak,12
Kurni Marche,117,1755765,non_oak,20
Kurni Marche,117,1755765,oak,20
Boal Madeira,117,1824691,non_oak,13
Boal Madeira,117,1824691,oak,13
Pingus,117,1876294,non_oak,24
Pingus,117,1876294,oak,24
Evenstad Reserve Pinot Noir,117,1882725,non_oak,12
Evenstad Reserve Pinot Noir,117,1882725,oak,12
Opus One,117,1911534,non_oak,149
Opus One,117,1911534,oak,149
Macán Clásico,117,1921801,non_oak,52
Macán Clásico,117,1921801,oak,52
Amarone della Valpolicella Vigna Garzon,117,1923854,non_oak,10
Amarone della Valpolicella Vigna Garzon,117,1923854,oak,10
Mendoza,117,1926899,non_oak,64
Mendoza,117,1926899,oak,64
Vin de Constance (Natural Sweet),117,1958101,non_oak,13
Vin de Constance (Natural Sweet),117,1958101,oak,13
50 & 50,117,1958459,non_oak,13
50 & 50,117,1958459,oak,13
Pinotage,117,1974082,non_oak,17
Pinotage,117,1974082,oak,17
Macán,117,1994112,non_oak,41
Macán,117,1994112,oak,41
Barón de Chirel Rioja Reserva,117,2026372,non_oak,20
Barón de Chirel Rioja Reserva,117,2026372,oak,20
Valdegines,117,2049180,non_oak,10
Valdegines,117,2049180,oak,10
Gaudium,117,2076733,non_oak,32
Gaudium,117,2076733,oak,32
Hommage à Jacques Perrin Châteauneuf-du-Pape,117,2080162,non_oak,12
Hommage à Jacques Perrin Châteauneuf-du-Pape,117,2080162,oak,12
Rubicon,117,2128723,non_oak,23
Rubicon,117,2128723,oak,23
Duemani Cabernet Franc,117,2196050,non_oak,11
Duemani Cabernet Franc,117,2196050,oak,11
Fusion V,117,2355320,non_oak,57
Fusion V,117,2355320,oak,57
Don PX Convento Selección,117,2395864,non_oak,29
Don PX Convento Selección,117,2395864,oak,29
Pieve Santa Restituta Rennina Brunello di Montalcino,117,2430168,non_oak,22
Pieve Santa Restituta Rennina Brunello di Montalcino,117,2430168,oak,22
Toscana,117,2446729,non_oak,43
Toscana,117,2446729,oak,43
Mossone,117,2542844,non_oak,16
Mossone,117,2542844,oak,16
CASK 23 Cabernet Sauvignon,117,2653222,non_oak,27
CASK 23 Cabernet Sauvignon,117,2653222,oak,27
Pietro Dal Cero Amarone della Valpolicella,117,2716483,non_oak,13
Pietro Dal Cero Amarone della Valpolicella,117,2716483,oak,13
Le Petit Mouton de Mouton Rothschild Pauillac,117,2716528,non_oak,17
Le Petit Mouton de Mouton Rothschild Pauillac,117,2716528,oak,17
Red,117,2774263,non_oak,13
Red,117,2774263,oak,13
Mazzano Amarone Della Valpolicella Classico,117,3020206,non_oak,18
Mazzano Amarone Della Valpolicella Classico,117,3020206,oak,18
P2 Plénitude Brut Champagne,117,3102815,non_oak,14
P2 Plénitude Brut Champagne,117,3102815,oak,14
Pomerol,117,3151489,non_oak,22
Pomerol,117,3151489,oak,22
Cuvée des Enchanteleurs Brut Champagne,117,3630450,non_oak,14
Cuvée des Enchanteleurs Brut Champagne,117,3630450,oak,14
6 Anime Puglia Rosso,117,3667877,non_oak,10
6 Anime Puglia Rosso,117,3667877,oak,10
Saperavi,117,3783366,non_oak,14
Saperavi,117,3783366,oak,14
Cosimo Varvaglione Collezione Privata Primitivo di Manduria,117,4291453,non_oak,20
Cosimo Varvaglione Collezione Privata Primitivo di Manduria,117,4291453,oak,20
Altagracia Cabernet Sauvignon,117,4426928,non_oak,10
Altagracia Cabernet Sauvignon,117,4426928,oak,10
Brunello di Montalcino,117,4670172,non_oak,10
Brunello di Montalcino,117,4670172,oak,10
La Piu Belle,117,5571323,non_oak,22
La Piu Belle,117,5571323,oak,22
TD9,117,5725324,non_oak,56
TD9,117,5725324,oak,56
Eight Years In The Desert,117,6044826,non_oak,46
Eight Years In The Desert,117,6044826,oak,46
Limited Edition 10 Vendemmie,117,6139455,non_oak,45
Limited Edition 10 Vendemmie,117,6139455,oak,45
Guerriero della Terra,117,6331780,non_oak,12
Guerriero della Terra,117,6331780,oak,12
80 Vecchie Vigne Primitivo di Manduria Old Vines,117,6343385,non_oak,12
80 Vecchie Vigne Primitivo di Manduria Old Vines,117,6343385,oak,12
Vigne Vecchie Gold Series Leggenda Primitivo di Manduria,117,6741558,non_oak,17
Vigne Vecchie Gold Series Leggenda Primitivo di Manduria,117,6741558,oak,17
Grande Cuvée,117,7122486,non_oak,50
Grande Cuvée,117,7122486,oak,50
RWT Bin 798 Shiraz,117,7571198,non_oak,10
RWT Bin 798 Shiraz,117,7571198,oak,10
St. Henri Shiraz,123,1268,microbio,29
Tenuta Tignanello 'Solaia',123,1651,microbio,33
Tignanello,123,1652,microbio,96
Tenuta Guado al Tasso Bolgheri Superiore,123,1658,microbio,28
Pian delle Vigne Brunello di Montalcino,123,1675,microbio,26
Castello della Sala Cervaro della Sala,123,1688,microbio,268
Castello della Sala Muffato della Sala,123,1690,microbio,11
Chardonnay,123,1697,microbio,318
Amarone della Valpolicella Classico,123,1835,microbio,15
Nicolás Catena Zapata,123,1868,microbio,24
Malbec Argentino,123,1869,microbio,13
Monte Bello,123,3715,microbio,27
Cabernet Sauvignon (Signature),123,3879,microbio,17
Pauillac (Premier Grand Cru Classé),123,3908,microbio,27
Almaviva,123,4086,microbio,41
Mille E Una Notte,123,4793,microbio,11
Overture,123,4848,microbio,12
Sassicaia,123,5078,microbio,75
Rutherford,123,5194,microbio,20
Chateau Buena Vista Cabernet Sauvignon Napa Valley,123,5261,microbio,10
Relentless,123,5278,microbio,11
Pavillon Rouge du Château Margaux,123,6020,microbio,19
Les Pavots,123,6892,microbio,13
Toscana Batar,123,6935,microbio,76
Papillon,123,7073,microbio,29
Amarone della Valpolicella Classico,123,7103,microbio,55
Corton-Charlemagne Grand Cru,123,7273,microbio,110
Torre Muga,123,7494,microbio,18
Gran Reserva 890,123,7971,microbio,42
Amarone della Valpolicella Classico,123,8195,microbio,21
Brut Cuvée Champagne Rosé,123,8305,microbio,378
Grand Vin de Château Palmer (Grand Cru Classé),123,9220,microbio,38
Tenuta Nuova Brunello di Montalcino,123,9712,microbio,22
Dominus (Christian Moueix),123,9958,microbio,58
Saint-Émilion Grand Cru (Premier Grand Cru Classé),123,10175,microbio,28
Hermitage La Chapelle Rouge,123,10922,microbio,22
Castillo Ygay Gran Reserva Especial Tinto,123,11001,microbio,71
Puligny-Montrachet Enseignères,123,11038,microbio,12
Malleolus,123,11604,microbio,12
60 Sessantanni Old Vines Primitivo di Manduria,123,11890,microbio,27
Amarone della Valpolicella Classico,123,12393,microbio,28
Clos Apalta,123,13759,microbio,36
Pauillac (Grand Cru Classé),123,14362,microbio,58
Bricco dell'Uccellone Barbera d'Asti,123,15149,microbio,12
Blanc de Blancs Brut Champagne Grand Cru,123,15617,microbio,118
Paleo Rosso,123,16414,microbio,27
Cabernet Sauvignon,123,16578,microbio,51
Insignia,123,16587,microbio,51
Saint-Émilion Grand Cru (Premier Grand Cru Classé),123,16778,microbio,26
Barsac (Premier Grand Cru Classé),123,16786,microbio,65
Galatrona,123,16833,microbio,19
Pessac-Léognan (Grand Cru Classé de Graves),123,17656,microbio,70
Chloe Chardonnay,123,17943,microbio,15
Châteauneuf-du-Pape,123,18017,microbio,11
Pomerol,123,18555,microbio,13
Chardonnay,123,18903,microbio,35
La Grande Année Brut Champagne,123,18931,microbio,425
Costasera Amarone della Valpolicella Classico,123,21929,microbio,49
Bolgheri Superiore,123,22447,microbio,64
Le Serre Nuove,123,22448,microbio,56
Saint-Julien (Grand Cru Classé),123,22685,microbio,56
Flaccianello della Pieve,123,22721,microbio,22
Cuvée Annamaria Clementi (Extra Brut),123,23130,microbio,65
Carruades de Lafite Pauillac,123,23793,microbio,11
Beaune 1er Cru 'Clos des Mouches' Blanc,123,24063,microbio,30
Puligny-Montrachet,123,24139,microbio,68
Aconcagua Valley,123,25474,microbio,31
The Armagh Shiraz,123,31124,microbio,12
Corton-Charlemagne Grand Cru,123,41524,microbio,13
Viña El Pison,123,49754,microbio,12
Saint-Julien (Grand Cru Classé),123,61744,microbio,26
Sperss Barolo,123,66194,microbio,15
Cabernet Sauvignon,123,66284,microbio,252
Special Selection Cabernet Sauvignon,123,66294,microbio,82
Blanc de Blancs Brut Champagne (Vintage),123,74300,microbio,92
Cristal Brut Champagne (Millésimé),123,74304,microbio,496
Cristal Rosé Brut Champagne (Millésimé),123,74306,microbio,48
Cos d'Estournel,123,74346,microbio,62
Baron de L Pouilly-Fumé,123,74360,microbio,19
Puligny-Montrachet Premier Cru Champ-Canet,123,75378,microbio,16
Redigaffi Toscana,123,75816,microbio,13
Colheita Port,123,76378,microbio,16
Belondrade y Lurton,123,76476,microbio,75
Unico Reserva Especial Edición,123,77136,microbio,11
Unico,123,77137,microbio,53
Ribera del Duero,123,77171,microbio,73
Toro,123,77172,microbio,60
Tokaji Aszú 3 Puttonyos,123,77182,microbio,18
Cepparello Red,123,77462,microbio,16
Quarz Sauvignon,123,77676,microbio,28
Belle Epoque Brut Champagne,123,79162,microbio,207
Pauillac (Grand Cru Classé),123,79262,microbio,49
Saint-Julien (Grand Cru Classé),123,79265,microbio,42
Vintage,123,79631,microbio,240
Rosé,123,79632,microbio,56
Collection,123,79633,microbio,36
Clos du Mesnil,123,79635,microbio,16
Pauillac (Grand Cru Classé),123,79762,microbio,36
Flor de Pingus,123,79814,microbio,25
Cuvée Nicolas François Billecart Brut Champagne,123,79835,microbio,134
La Grande Dame Brut Champagne,123,79836,microbio,178
Saint-Estèphe (Grand Cru Classé),123,80472,microbio,39
Saint-Julien (Grand Cru Classé),123,81848,microbio,43
Pomerol,123,81849,microbio,26
Turriga Isola dei Nuraghi,123,82193,microbio,10
Barolo Cascina Francia,123,82203,microbio,10
Pessac-Léognan (Grand Cru Classé de Graves),123,82613,microbio,53
Saffredi,123,82690,microbio,21
Corton-Charlemagne Grand Cru,123,82779,microbio,132
Luce,123,83594,microbio,15
Clos des Goisses Champagne,123,83818,microbio,65
Valpolicella Classico Superiore,123,84066,microbio,12
Chevalier-Montrachet Grand Cru,123,84911,microbio,22
Brut Champagne,123,86684,microbio,1564
Scharzhofberger Riesling Kabinett,123,86685,microbio,16
Buisson Renard,123,86698,microbio,13
Bolgheri Superiore,123,87674,microbio,12
Valpolicella Superiore Monte Lodoletta,123,89753,microbio,11
Beyond the Clouds,123,92600,microbio,56
Pomerol,123,95444,microbio,22
Rioja Reserva,123,99572,microbio,16
Clos de la Coulée de Serrant,123,100492,microbio,45
Pomerol,123,768733,microbio,29
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,123,1098615,microbio,14
Pomerol,123,1098770,microbio,12
Pomerol,123,1098981,microbio,21
Vecchie Vigne Brunello di Montalcino,123,1099118,microbio,10
Chassagne-Montrachet 1er Cru 'La Maltroie',123,1099528,microbio,19
Continuum Estate,123,1104820,microbio,11
Trebbiano d'Abruzzo,123,1105696,microbio,27
FAY Cabernet Sauvignon,123,1107322,microbio,12
ARTEMIS Cabernet Sauvignon,123,1107336,microbio,93
Pomerol,123,1108737,microbio,15
Serral del Vell Brut Nature,123,1109743,microbio,38
Saint-Émilion Grand Cru,123,1112311,microbio,11
Saint-Julien (Grand Cru Classé),123,1115658,microbio,65
Pauillac (Grand Cru Classé),123,1125543,microbio,46
Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,123,1127349,microbio,118
Amarone della Valpolicella Classico Riserva (Sergio Zenato),123,1127704,microbio,12
Château Margaux (Premier Grand Cru Classé),123,1127795,microbio,37
Châteauneuf-du-Pape,123,1134803,microbio,49
Sauternes (Premier Grand Cru Classé),123,1135215,microbio,126
Bolgheri Superiore,123,1135626,microbio,10
Alexander Valley Cabernet Sauvignon,123,1135641,microbio,46
One Point Five Cabernet Sauvignon,123,1135642,microbio,28
Grange,123,1136930,microbio,44
Comtes de Champagne Blanc de Blancs,123,1136950,microbio,589
Georges De Latour Private Reserve Cabernet Sauvignon,123,1138019,microbio,15
Tinto,123,1139434,microbio,23
Cabernet Sauvignon,123,1145391,microbio,11
Brut Rosé Champagne,123,1148298,microbio,222
Saint-Émilion Grand Cru (Premier Grand Cru Classé),123,1148747,microbio,36
Pessac-Léognan Blanc (Grand Cru Classé de Graves),123,1148846,microbio,13
Brunello di Montalcino,123,1150380,microbio,10
Pessac-Léognan (Premier Grand Cru Classé),123,1152755,microbio,38
Saint-Émilion Grand Cru (Premier Grand Cru Classé),123,1153702,microbio,33
Sauternes,123,1153863,microbio,215
Toscana,123,1155217,microbio,11
Corton-Charlemagne Grand Cru Blanc,123,1155694,microbio,35
Les Noisetiers,123,1155762,microbio,197
Vürsù Barolo Campè,123,1160530,microbio,10
Pomerol,123,1163799,microbio,10
R.D Extra Brut Champagne (Récemment Dégorgé),123,1164702,microbio,157
Pieve Santa Restituta Brunello di Montalcino,123,1165708,microbio,15
Oreno Toscana,123,1166231,microbio,21
Pomerol,123,1166837,microbio,18
MV,123,1167182,microbio,109
Margaux (Grand Cru Classé),123,1168278,microbio,22
Isosceles,123,1169307,microbio,16
Tinto,123,1171308,microbio,14
Saint-Émilion Grand Cru,123,1172486,microbio,15
Capellanía Reserva,123,1173806,microbio,131
Côtes de Bourg,123,1174700,microbio,11
Sauternes (Premier Grand Cru Classé),123,1174845,microbio,151
Valbuena 5º,123,1175427,microbio,60
Ben Ryé Passito di Pantelleria,123,1176121,microbio,35
Finca Altamira Malbec,123,1176258,microbio,13
Saint-Émilion Grand Cru (Premier Grand Cru Classé),123,1179539,microbio,19
Clos Sainte Hune Riesling Alsace,123,1182677,microbio,13
Victorino,123,1182681,microbio,15
Musigny Grand Cru (Cuveé Vieilles Vignes),123,1187200,microbio,10
Saint-Émilion Grand Cru (Premier Grand Cru Classé),123,1191335,microbio,18
Dom Ruinart Blanc de Blancs Brut Champagne,123,1192720,microbio,165
Chablis Grand Cru 'Valmur',123,1198994,microbio,15
Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',123,1203712,microbio,30
Vintage Port,123,1206377,microbio,10
Coteau de Vernon Condrieu,123,1211155,microbio,34
Brut Rosé Champagne,123,1211816,microbio,364
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,123,1214878,microbio,21
Harlan Estate Red,123,1218210,microbio,20
N.P.U. Extra Brut Champagne (Nec Plus Ultra),123,1218424,microbio,19
Clio,123,1219218,microbio,54
Vieilles Vignes Châteauneuf-du-Pape Blanc,123,1235876,microbio,38
Grand Siècle Champagne (Grande Cuvée),123,1238419,microbio,169
Reserva Ribera del Duero,123,1251730,microbio,13
'Giulio Ferrari' Riserva del Fondatore,123,1256452,microbio,72
Silex,123,1257923,microbio,45
Domaine des Tourettes Hermitage Rouge,123,1263078,microbio,15
Montrachet Grand Cru Marquis de Laguiche,123,1274124,microbio,27
Reserve Pinotage,123,1275268,microbio,13
Corton-Charlemagne Grand Cru,123,1290765,microbio,10
Amour de Deutz Millésimé Brut Champagne,123,1301256,microbio,92
Pur Sang,123,1313331,microbio,23
Dalmau Rioja,123,1324170,microbio,19
Rosé Brut Champagne Grand Cru 'Ambonnay',123,1370760,microbio,47
Roda I Reserva Rioja,123,1383553,microbio,41
La Grande Dame Brut Rosé Champagne,123,1384933,microbio,13
Vittorio Moretti,123,1415420,microbio,12
Blanc des Millénaires,123,1441099,microbio,149
Brut Rosé Champagne,123,1441825,microbio,13
Côte-Rôtie La Turque,123,1473611,microbio,11
Cava Celler Batlle,123,1476982,microbio,25
Aszú 6 puttonyos,123,1549415,microbio,17
Brunello di Montalcino,123,1558589,microbio,11
Bâtard-Montrachet Grand Cru,123,1598758,microbio,14
Saint-Émilion Grand Cru (Premier Grand Cru Classé),123,1604635,microbio,22
Pessac-Léognan (Grand Cru Classé de Graves),123,1605285,microbio,20
Chevalier-Montrachet Grand Cru Blanc,123,1607729,microbio,32
Scharzhofberger Riesling Auslese,123,1637184,microbio,13
Grand Vin Pauillac (Premier Grand Cru Classé),123,1655970,microbio,29
Il Pino di Biserno,123,1670059,microbio,19
Il San Lorenzo Bianco,123,1680438,microbio,13
Riserva Nova Domus Terlaner,123,1683261,microbio,41
Pauillac (Premier Grand Cru Classé),123,1684223,microbio,78
Chassagne-Montrachet,123,1684635,microbio,45
Sir Winston Churchill Brut Champagne,123,1692390,microbio,290
Corton-Charlemagne Grand Cru,123,1769969,microbio,10
Blanc,123,1776233,microbio,29
Corton-Charlemagne Grand Cru,123,1779833,microbio,13
5 Puttonyos Aszú (Blue Label),123,1789271,microbio,68
Bâtard-Montrachet Grand Cru,123,1845897,microbio,11
Puligny-Montrachet Premier Cru Les Combettes,123,1874987,microbio,10
Evenstad Reserve Pinot Noir,123,1882725,microbio,27
Opus One,123,1911534,microbio,119
Tokaji Aszú 5 Puttonyos,123,1913596,microbio,19
Macán Clásico,123,1921801,microbio,11
Mendoza,123,1926899,microbio,23
Ribolla Gialla,123,1950121,microbio,14
Vin de Constance (Natural Sweet),123,1958101,microbio,81
Les Clos Chablís Grand Cru,123,1974097,microbio,23
Cream Tradición Vos 20 Years,123,1980986,microbio,22
Macán,123,1994112,microbio,14
Champagne,123,2025939,microbio,17
Vieilles Vignes Meursault,123,2035375,microbio,17
One Sixteen Chardonnay,123,2052637,microbio,17
Gaudium,123,2076733,microbio,11
Brut Rosé Champagne,123,2114480,microbio,141
Rubicon,123,2128723,microbio,12
V.P Extra Brut Champagne Grand Cru 'Ambonnay',123,2148396,microbio,31
Brut Champagne (Gold),123,2240674,microbio,54
Aile d'Argent Blanc Bordeaux,123,2284844,microbio,37
Gaia & Rey Langhe,123,2410111,microbio,53
Toscana,123,2446729,microbio,16
Gorgona,123,2574273,microbio,12
CASK 23 Cabernet Sauvignon,123,2653222,microbio,11
Amour de Deutz Millesimé Rosé Brut Champagne,123,2951484,microbio,18
P2 Plénitude Brut Champagne,123,3102815,microbio,135
Cuvée des Enchanteleurs Brut Champagne,123,3630450,microbio,37
Saperavi,123,3783366,microbio,10
Toscana Bianco,123,4344177,microbio,12
Lion Tamer Napa Valley Red Blend,123,4801666,microbio,16
Le Petit Cheval Bordeaux Blanc,123,5313010,microbio,15
Cinque Autoctoni Collection Limited Release,123,5364329,microbio,11
La Piu Belle,123,5571323,microbio,14
Reserve Chardonnay,123,5859611,microbio,17
Eight Years In The Desert,123,6044826,microbio,41
Limited Edition 10 Vendemmie,123,6139455,microbio,15
VV 26 Blanc de Blancs Vieilles Vignes Grand Cru Brut,123,6255066,microbio,10
Guerriero della Terra,123,6331780,microbio,12
Rioja Blanco Reserva,123,6492988,microbio,14
Grande Cuvée,123,7122486,microbio,439
Guerriero del Mare,123,7135154,microbio,17
Castello della Sala Cervaro della Sala,195,1688,tree_fruit,72
Chardonnay,195,1697,tree_fruit,406
Toscana Batar,195,6935,tree_fruit,13
Corton-Charlemagne Grand Cru,195,7273,tree_fruit,16
Brut Cuvée Champagne Rosé,195,8305,tree_fruit,66
Blanc de Blancs Brut Champagne Grand Cru,195,15617,tree_fruit,74
Chardonnay,195,18903,tree_fruit,12
La Grande Année Brut Champagne,195,18931,tree_fruit,175
Cuvée Annamaria Clementi (Extra Brut),195,23130,tree_fruit,20
Puligny-Montrachet,195,24139,tree_fruit,15
Corton-Charlemagne Grand Cru,195,41524,tree_fruit,14
Blanc de Blancs Brut Champagne (Vintage),195,74300,tree_fruit,62
Cristal Brut Champagne (Millésimé),195,74304,tree_fruit,298
Cristal Rosé Brut Champagne (Millésimé),195,74306,tree_fruit,15
Baron de L Pouilly-Fumé,195,74360,tree_fruit,48
Belondrade y Lurton,195,76476,tree_fruit,27
Quarz Sauvignon,195,77676,tree_fruit,24
Belle Epoque Brut Champagne,195,79162,tree_fruit,224
Vintage,195,79631,tree_fruit,96
Clos du Mesnil,195,79635,tree_fruit,19
Cuvée Nicolas François Billecart Brut Champagne,195,79835,tree_fruit,53
La Grande Dame Brut Champagne,195,79836,tree_fruit,111
Corton-Charlemagne Grand Cru,195,82779,tree_fruit,48
Clos des Goisses Champagne,195,83818,tree_fruit,24
Brut Champagne,195,86684,tree_fruit,893
Scharzhofberger Riesling Kabinett,195,86685,tree_fruit,36
Buisson Renard,195,86698,tree_fruit,16
Beyond the Clouds,195,92600,tree_fruit,13
Clos de la Coulée de Serrant,195,100492,tree_fruit,14
Trebbiano d'Abruzzo,195,1105696,tree_fruit,14
Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,195,1127349,tree_fruit,76
Sauternes (Premier Grand Cru Classé),195,1135215,tree_fruit,10
Comtes de Champagne Blanc de Blancs,195,1136950,tree_fruit,249
Brut Rosé Champagne,195,1148298,tree_fruit,29
Sauternes,195,1153863,tree_fruit,13
Corton-Charlemagne Grand Cru Blanc,195,1155694,tree_fruit,19
Les Noisetiers,195,1155762,tree_fruit,44
R.D Extra Brut Champagne (Récemment Dégorgé),195,1164702,tree_fruit,34
MV,195,1167182,tree_fruit,33
Capellanía Reserva,195,1173806,tree_fruit,31
Clos Sainte Hune Riesling Alsace,195,1182677,tree_fruit,36
